scenario,test_method,test_kind,step_idx,http_method,path,parameter,stem,value,provenance,classification
Flow_Scenario_538,test_positive_flow_S538_v9,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v10,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v10,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,john_doe456,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v11,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v11,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,alice.smith789,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v12,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v12,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,bob_brown101,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v13,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v13,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v14,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v14,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,charlie.jones202,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v15,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v15,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v16,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v16,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v17,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v17,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v18,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v18,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,john_doe456,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v19,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v19,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
Flow_Scenario_538,test_positive_flow_S538_v20,positive,2,POST,/api/v1/adminrouteservice/adminroute,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_538,test_positive_flow_S538_v20,positive,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,user123,LLM,llm
